rank	lemma	PoS	freq	perMil	%caps	%allC	range	disp
805	identify	v	120690	121.54	0.03	0.00	57210	0.91
806	beautiful	j	120679	121.53	0.08	0.01	59758	0.98
807	decade	n	120539	121.39	0.02	0.00	73415	0.95
808	bit	n	120467	121.31	0.03	0.01	71483	0.97
809	reduce	v	120399	121.24	0.04	0.00	59705	0.94
810	sister	n	120346	118.94	0.13	0.01	45677	0.96
811	quality	n	120236	121.08	0.06	0.00	58601	0.94
812	quickly	r	120136	120.98	0.03	0.00	77779	0.97
813	act	v	119650	120.49	0.07	0.01	70265	0.98
814	press	n	119485	120.32	0.41	0.02	55611	0.94
815	worry	v	119256	120.09	0.02	0.01	69126	0.98
816	accept	v	119245	120.08	0.03	0.00	68613	0.98
817	enter	v	119119	119.96	0.06	0.01	70638	0.97
818	mention	v	119033	119.87	0.01	0.00	70303	0.97
819	sound	n	119028	119.86	0.10	0.02	54818	0.95
820	thus	r	118653	119.49	0.44	0.00	48519	0.89
821	plant	n	118323	119.15	0.06	0.01	32944	0.94
822	movement	n	118118	118.95	0.06	0.00	50920	0.95
823	scene	n	118003	118.83	0.07	0.04	54943	0.98
824	section	n	117170	117.99	0.27	0.01	53148	0.91
825	treatment	n	116893	117.71	0.05	0.00	40394	0.92
826	wish	v	116884	117.71	0.04	0.01	66269	0.98
827	benefit	n	116806	117.63	0.03	0.00	54622	0.95
828	interesting	j	116773	117.59	0.07	0.00	65170	0.95
829	west	n	116683	117.50	0.72	0.02	56535	0.96
830	candidate	n	116347	117.16	0.05	0.01	39694	0.92
831	approach	n	116173	116.99	0.03	0.00	55277	0.91
832	determine	v	116138	116.95	0.02	0.00	63966	0.93
833	resource	n	116078	116.89	0.12	0.01	50739	0.92
834	claim	v	116020	116.84	0.02	0.00	64062	0.96
835	answer	v	115956	116.77	0.07	0.01	64371	0.97
836	prove	v	115910	116.72	0.02	0.01	70810	0.98
837	sort	n	115486	116.30	0.01	0.00	65427	0.96
838	enough	d	115462	116.27	0.02	0.00	76729	0.98
839	size	n	115388	116.20	0.04	0.01	59160	0.95
840	somebody	p	115363	116.17	0.17	0.01	53979	0.94
841	knowledge	n	115356	116.17	0.05	0.00	48259	0.91
842	rather	r	115104	115.91	0.14	0.02	67162	0.97
843	hang	v	114959	115.77	0.11	0.01	63476	0.96
844	sport	n	114894	115.70	0.19	0.01	43610	0.94
845	tv	n	114859	115.67	0.97	0.97	55020	0.97
846	loss	n	114630	115.44	0.03	0.00	59629	0.96
847	argue	v	114425	115.23	0.01	0.00	57765	0.95
848	left	j	114320	115.12	0.09	0.01	60935	0.97
849	note	n	114251	115.05	0.12	0.03	56479	0.91
850	meeting	n	114209	115.01	0.04	0.01	56169	0.97
851	skill	n	113912	114.71	0.04	0.00	45117	0.90
852	card	n	113472	114.27	0.08	0.01	45857	0.98
853	feeling	n	113414	114.21	0.02	0.00	62823	0.99
854	despite	i	113257	114.05	0.40	0.00	74468	0.96
855	degree	n	113046	113.84	0.02	0.00	56492	0.95
856	crime	n	112978	113.77	0.07	0.01	42585	0.96
857	that	r	112903	113.70	0.12	0.01	71310	0.99
858	sign	n	112603	113.39	0.04	0.01	65657	0.98
859	occur	v	112575	113.37	0.00	0.00	60086	0.94
860	imagine	v	112572	113.36	0.13	0.00	66416	0.97
861	vote	n	112405	113.19	0.05	0.01	35195	0.93
862	near	i	112214	113.00	0.04	0.01	69966	0.96
863	king	n	112088	112.88	0.65	0.07	39638	0.96
864	box	n	112035	112.82	0.13	0.02	54258	0.97
865	present	v	111731	112.52	0.02	0.00	61429	0.93
866	figure	v	111647	112.43	0.06	0.00	67592	0.99
867	seven	m	111646	112.43	0.14	0.01	70641	0.98
868	foreign	j	111509	112.29	0.16	0.01	43492	0.94
869	laugh	v	111440	112.22	0.10	0.05	47357	0.93
870	disease	n	111433	112.22	0.09	0.00	34351	0.93
871	lady	n	111384	112.17	0.32	0.02	47186	0.96
872	beyond	i	111221	112.00	0.12	0.00	70658	0.97
873	discuss	v	111181	111.96	0.02	0.00	64334	0.96
874	finish	v	111094	111.87	0.04	0.01	66102	0.98
875	design	n	111026	111.81	0.11	0.01	41836	0.93
876	concern	n	110976	111.76	0.02	0.00	63323	0.95
877	ball	n	110770	111.55	0.08	0.01	45892	0.97
878	east	n	110589	111.37	0.73	0.01	53878	0.96
879	recognize	v	110405	111.18	0.03	0.00	64742	0.96
880	apply	v	110328	111.10	0.04	0.00	57222	0.94
881	prepare	v	110266	111.04	0.06	0.01	69400	0.98
882	network	n	110210	110.98	0.17	0.01	45550	0.95
883	huge	j	110088	110.86	0.04	0.02	69827	0.97
884	success	n	110030	110.80	0.05	0.01	63131	0.96
885	district	n	109941	110.71	0.35	0.01	38340	0.91
886	cup	n	109915	112.65	0.17	0.01	28584	0.88
887	name	v	109851	110.62	0.04	0.00	69507	0.98
888	physical	j	109576	110.35	0.07	0.00	46724	0.92
889	growth	n	109567	110.34	0.05	0.01	42350	0.94
890	rise	v	109035	109.80	0.07	0.01	61093	0.96
891	hi	u	108665	109.43	0.89	0.03	33651	0.91
892	standard	n	107818	108.58	0.12	0.00	47210	0.93
893	force	v	107636	108.39	0.02	0.00	68004	0.97
894	sign	v	107633	108.39	0.08	0.01	61843	0.96
895	fan	n	107631	108.39	0.06	0.01	49601	0.95
896	theory	n	107486	108.24	0.08	0.00	38030	0.92
897	staff	n	107396	108.15	0.13	0.01	54450	0.95
898	hurt	v	107262	108.02	0.03	0.01	57630	0.98
899	legal	j	107134	107.89	0.08	0.01	46687	0.95
900	september	n	106932	107.68	0.28	0.00	154	0.71
901	set	n	106920	107.67	0.03	0.01	58839	0.96
902	outside	i	106572	107.32	0.06	0.01	71087	0.98
903	et	r	106546	107.29	0.00	0.00	13325	0.70
904	strategy	n	106236	106.98	0.07	0.01	45810	0.91
905	clearly	r	105965	106.71	0.13	0.00	64590	0.97
906	property	n	105851	106.59	0.06	0.00	42218	0.95
907	lay	v	105812	106.56	0.05	0.00	60479	0.96
908	final	j	105688	106.43	0.07	0.01	65269	0.97
909	authority	n	105586	106.33	0.13	0.00	49319	0.95
910	perfect	j	105560	106.30	0.10	0.01	64004	0.98
911	method	n	105544	106.29	0.11	0.02	42073	0.89
912	region	n	105382	106.12	0.06	0.00	41733	0.93
913	since	i	105367	106.11	0.21	0.00	73790	0.95
914	impact	n	105330	106.07	0.05	0.01	54182	0.94
915	indicate	v	105304	106.04	0.01	0.00	48772	0.89
916	safe	j	105273	105.67	0.06	0.01	59859	0.99
917	committee	n	105133	105.87	0.50	0.01	39337	0.94
918	supposed	j	105037	105.78	0.02	0.01	60402	0.98
919	dream	n	104797	105.53	0.12	0.02	50934	0.98
920	training	n	104563	105.30	0.07	0.01	44829	0.94
921	shit	n	104498	105.23	0.22	0.02	18541	0.85
922	central	j	104403	105.14	0.42	0.01	54492	0.95
923	option	n	104245	104.98	0.04	0.01	55145	0.96
924	eight	m	104060	104.79	0.11	0.01	68103	0.97
925	particularly	r	104018	104.75	0.03	0.00	65729	0.95
926	completely	r	103941	104.67	0.03	0.01	65112	0.97
927	opinion	n	103920	104.65	0.04	0.01	52633	0.95
928	main	j	103803	104.53	0.07	0.01	63586	0.97
929	ten	m	103677	104.41	0.23	0.01	56691	0.97
930	interview	n	103566	104.29	0.05	0.00	50638	0.95
931	exist	v	103550	104.28	0.01	0.00	57471	0.96
932	remove	v	103480	104.21	0.10	0.00	58165	0.97
933	dark	j	103384	104.11	0.11	0.01	51139	0.93
934	play	n	103352	104.08	0.06	0.01	48207	0.96
935	union	n	102805	103.53	0.48	0.00	37367	0.94
936	professor	n	102741	103.46	0.36	0.01	46342	0.97
937	pressure	n	102669	103.39	0.03	0.00	54916	0.97
938	purpose	n	102642	103.36	0.02	0.00	56381	0.94
939	stage	n	102611	103.33	0.07	0.01	53349	0.97
940	blue	j	102172	102.89	0.23	0.01	51242	0.95
941	herself	p	102154	102.87	0.00	0.00	43477	0.90
